ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT,FIRST_LISTED_CYCLE
UT16030002-001_00,Otter Creek-4,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT14060003-017_00,Duchesne River-4,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020203-016_00,McHenry Creek,ZINC,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT-L-14060010-009_00,Stewart Lake,SELENIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT16020202-027_00,Beer Creek,"AMMONIA, TOTAL",Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT14080205-001_00,San Juan River-1,MERCURY,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT14070007-004_00,Cottonwood Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT15010003-005_00,Johnson Wash-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT-L-14040107-004_00,Bridger Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT14070002-009_00,Muddy Creek Lower,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT-L-16020101-002_00,Rockport Reservoir,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT-L-16020101-002_00,Rockport Reservoir,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020102-035_00,Holmes Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT-L-15010008-008_00,Baker Dam Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1992
UT16030001-006_00,Panguitch Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14030005-001_00,Kane Spring Wash,TEMPERATURE,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT16030003-006_00,Salina Creek-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020102-032_01,South Fork Kays Creek,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020204-001_01,Jordan River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT16020204-001_01,Jordan River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2008
UT14060007-006_00,Gordon Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT14070007-001_00,Paria River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT14060004-013_00,Strawberry-4,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information,
UT14060003-008_00,Lake Fork-1,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14080201-011_00,Comb Wash,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT16020101-020_02,Silver Creek-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14040107-005_00,East Fork Smiths Fork,ZINC,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020304-002_00,Faust Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16020204-004_00,Jordan River-4,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2010
UT16020102-044_02,Centerville Canyon,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060004-013_00,Strawberry-4,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020102-022_00,Weber River-6,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020202-012_00,Soldier Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14030004-001_00,Dolores River,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT-L-14060003-230_00,Big Sand Wash Reservoir,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT14060009-004_02,Bear Canyon-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060009-014_00,San Rafael Lower,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2010
UT16020309-002_00,Blue Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2012
UT16020309-002_00,Blue Creek,PH,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2012
UT16020309-002_00,Blue Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT16020101-014_00,Chalk Creek3-Coalville,HABITAT ALTERATIONS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1998
UT14030002-001_01,La Sal Creek-1,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT14030002-001_01,La Sal Creek-1,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14030002-001_01,La Sal Creek-1,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14060007-007_00,Price River-3,SELENIUM,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT14060007-007_00,Price River-3,SELENIUM,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT-L-16020101-001_00,Echo Reservoir,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020102-034_00,Holmes Creek-2,COPPER,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT15010003-003_00,Kanab Creek-2,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16010204-006_00,Malad River-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16030006-001_00,Coal Creek - C/B,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16030005-025_00,Sevier River-20,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT16020204-025_00,Parleys Canyon Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2010
UT16020204-025_00,Parleys Canyon Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2010
UT14070003-002_00,UM Creek,ZINC,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT16020204-019_00,Big Cottonwood Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT15010008-002_00,Santa Clara-2,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020309-002_00,Blue Creek,SELENIUM,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2012
UT16020102-033_00,Snow Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020102-033_00,Snow Creek,PH,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2022
UT16020102-033_00,Snow Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT16010204-006_00,Malad River-1,"AMMONIA, TOTAL",Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT14060010-013_00,Diamond Gulch,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT-L-16010202-013_00,Newton Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT16020203-003_00,Provo River-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT15010008-013_00,North Fork Virgin River-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-16010203-005_00,Hyrum Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1994
UT-L-14040106-034_00,Calder Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT14070002-003_00,Saleratus Creek - Emery,BORON,Meeting Criteria,Agricultural,Insufficient Information,Meeting criteria,
UT16020102-026_02,Murnin Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16020203-004_00,Provo River-4,ESCHERICHIA COLI (E. COLI),Meeting Criteria,Domestic Source,Not Supporting,Meeting criteria,
UT16020203-004_00,Provo River-4,ESCHERICHIA COLI (E. COLI),Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria,
UT14060009-003_04,Bear Canyon-2,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060009-003_04,Bear Canyon-2,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060009-003_04,Bear Canyon-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060009-003_04,Bear Canyon-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16010101-007_00,Big Creek,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT16020102-043_00,Barnard Creek,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
