Basin,Scenario,HUC_12,Watershed,Ecological_Index,Stressor_Index,Social_Index,RPI_Score
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070905,Burnt Timber Canyon-Bitter Creek,59.00,35.48,33.33,52.29
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070906,Bates Knoll-Bitter Creek,46.30,32.95,33.33,48.89
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070907,Buck Camp Canyon-Bitter Creek,52.40,33.45,33.33,50.76
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600010603,140600010603,56.40,51.55,28.70,44.52
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600020302,Coal Mine Basin-Ashley Creek,19.30,47.08,10.57,27.60
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600020405,Cottonwood Wash-Big Brush Creek,47.50,31.58,15.83,43.92
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030201,Blind Stream,89.70,53.40,33.30,56.53
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030202,Sand Creek-Duchesne River,88.60,46.28,33.33,58.55
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030203,Rudy Hollow-Duchesne River,83.50,45.33,44.43,60.87
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030204,Farm Creek,92.80,46.13,33.33,60.00
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030205,Hicken Hollow-Duchesne River,76.40,51.28,44.43,56.52
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030206,Wagstaff Hollow-Duchesne River,88.80,55.18,44.43,59.35
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030401,Sand Wash,81.20,52.38,33.33,54.05
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030402,Benson Draw-Duchesne River,78.80,52.65,44.43,56.86
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030403,Murray Springs-Duchesne River,65.80,51.78,44.43,52.82
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030804,Lake Fork River,74.00,41.48,33.33,55.29
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030806,Flattop Butte-Lake Fork River,34.00,58.60,33.33,36.24
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600030907,Big Sand Wash Reservoir-Big Sand Wash,0.00,52.75,33.33,26.86
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600040601,Santaquin Draw,95.60,49.23,33.33,59.90
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600040602,Upper Rabbit Gulch,89.90,50.80,33.33,57.48
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600040603,Sink Draw,85.40,49.43,33.33,56.44
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600040604,Middle Rabbit Gulch,100.00,56.60,33.33,58.91
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600040605,Lower Rabbit Gulch,57.90,50.15,33.33,47.03
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600040805,Skitzy Canyon-Strawberry River,39.20,48.30,33.33,41.41
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600040806,Starvation Reservoir-Strawberry River,49.90,46.48,33.33,45.59
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050301,Upper Argyle Creek,66.10,43.78,39.63,53.99
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050302,Minnie Maud Creek,52.60,43.00,33.33,47.64
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050303,Cow Canyon,68.60,43.08,36.27,53.93
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050304,Sheep Canyon,71.80,37.50,60.50,64.93
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050305,Lower Argyle Creek,75.30,41.90,60.20,64.53
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050306,Big Sulphur Canyon-Ninemile Creek,63.40,42.93,46.77,55.75
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050401,Gate Canyon-Ninemile Creek,70.50,33.75,64.07,66.94
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050402,Dry Creek,73.70,36.85,58.17,65.01
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050403,Cottonwood Canyon,73.60,30.98,60.20,67.61
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050404,Prickly Pear Canyon-Ninemile Creek,76.10,33.93,63.47,68.55
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050405,Devils Canyon-Ninemile Creek,77.40,32.28,65.67,70.26
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600050406,Butts Canyon-Ninemile Creek,77.50,38.28,66.30,68.51
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060101,Horse Canyon-Main Canyon,68.00,30.55,29.87,55.77
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060102,Wire Fence Canyon-Main Canyon,69.40,33.43,33.17,56.38
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060103,Trail Canyon,75.70,36.40,33.30,57.53
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060104,Big Asphant Canyon-Main Canyon,74.20,42.13,33.33,55.14
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060105,Crow Roost Canyon-Main Canyon,68.00,41.90,33.33,53.14
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060209,Upper Dry Gulch Canyon,63.20,31.38,33.33,55.05
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060210,Big Canyon-Willow Creek,78.00,38.18,33.33,57.72
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060211,Main Bottom Canyon-Willow Creek,62.20,32.73,33.33,54.27
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060401,Sunday School Canyon,71.30,26.68,33.33,59.32
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060402,Agency Draw,63.10,32.50,33.33,54.64
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060403,Buck Canyon-Willow Creek,58.20,31.18,33.33,53.45
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060404,Jim Little Canyon-Willow Creek,62.60,36.63,33.33,53.10
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060405,140600060405-Willow Creek,66.20,41.88,33.33,52.55
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140600060406,Outlet Willow Creek,62.40,43.83,33.33,50.64
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140401060404,Flaming Gorge Reservoir-Henrys Fork,62.60,55.43,28.17,45.11
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140401060504,Dutch John Draw-Green River,45.50,56.27,50.00,46.41
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140401060505,Pine Creek-Green River,77.60,48.33,49.97,59.75
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600010403,Middle Twelvemile Wash,73.00,38.29,48.17,60.96
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600010502,Jensen-Green River,21.60,27.23,35.57,43.31
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600010505,Baser Wash,100.00,31.13,50.00,72.96
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600010506,Collier Draw-Green River,57.00,18.30,48.10,62.27
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020205,Sprling Creek-Ashley Creek,66.20,46.46,44.13,54.63
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020301,Steinaker Reservoir,34.30,50.71,34.43,39.34
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020302,Coal Mine Basin-Ashley Creek,23.50,56.24,29.97,32.41
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020303,City of Vernal-Ashley Creek,0.00,40.84,16.67,25.28
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020304,Mantle Gulch-Ashley Creek,22.20,30.79,22.80,38.07
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020402,Davis Hollow-Big Brush Creek,54.50,31.89,50.00,57.54
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020404,Cottonwood Canyon-Big Brush Creek,53.50,40.83,31.97,48.21
Uintah,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,140600020503,Middle Little Brush Creek,58.20,29.63,47.13,58.57
